Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
Controlled phase of acute myeloid leukemia,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Diagnosis and primary therapy phase of chronic myeloid leukemia,"Cancer, diagnosis and primary therapy ","has pain, nausea, fatigue, weight loss and high anxiety.",0.28750118010000075,0.19259089000000001,0.39893967
Metastatic phase of chronic myeloid leukemia,"Cancer, metastatic","has severe pain, extreme fatigue, weight loss and high anxiety.",0.45136111720000033,0.30716694,0.600299833
Terminal phase of chronic myeloid leukemia,"Terminal phase, with medication (for cancers, end-stage kidney/liver disease)","has lost a lot of weight and regularly uses strong medication to avoid constant pain. The person has no appetite, feels nauseous, and needs to spend most of the day in bed.",0.5395604918999996,0.37669583250000005,0.6870952699999999
Controlled phase of chronic myeloid leukemia,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Diagnosis and primary therapy phase of other leukemia,"Cancer, diagnosis and primary therapy ","has pain, nausea, fatigue, weight loss and high anxiety.",0.28750118010000075,0.19259089000000001,0.39893967
Metastatic phase of other leukemia,"Cancer, metastatic","has severe pain, extreme fatigue, weight loss and high anxiety.",0.45136111720000033,0.30716694,0.600299833
Terminal phase of other leukemia,"Terminal phase, with medication (for cancers, end-stage kidney/liver disease)","has lost a lot of weight and regularly uses strong medication to avoid constant pain. The person has no appetite, feels nauseous, and needs to spend most of the day in bed.",0.5395604918999996,0.37669583250000005,0.6870952699999999
Controlled phase of other leukemia,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Diagnosis and primary therapy phase of other malignant neoplasms,"Cancer, diagnosis and primary therapy ","has pain, nausea, fatigue, weight loss and high anxiety.",0.28750118010000075,0.19259089000000001,0.39893967
Metastatic phase of other malignant neoplasms,"Cancer, metastatic","has severe pain, extreme fatigue, weight loss and high anxiety.",0.45136111720000033,0.30716694,0.600299833
Terminal phase of other malignant neoplasms,"Terminal phase, with medication (for cancers, end-stage kidney/liver disease)","has lost a lot of weight and regularly uses strong medication to avoid constant pain. The person has no appetite, feels nauseous, and needs to spend most of the day in bed.",0.5395604918999996,0.37669583250000005,0.6870952699999999
Controlled phase of other malignant neoplasms,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Benign and in situ intestinal neoplasms,Asymptomatic,,0,0,0
Benign and in situ cervical and uterine neoplasms,Asymptomatic,,0,0,0
Other benign and in situ neoplasms,Asymptomatic,,0,0,0
"Rheumatic heart disease, without heart failure ",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Mild heart failure due to rheumatic heart disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to rheumatic heart disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to rheumatic heart disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to rheumatic heart disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Asymptomatic ischemic heart disease following myocardial infarction,Asymptomatic,,0,0,0
Mild angina due to ischemic heart disease,"Angina pectoris, mild","has chest pain that occurs with strenuous physical activity, such as running or lifting heavy objects. After a brief rest, the pain goes away.",0.033191743100000004,0.020411369999999998,0.0517855
Moderate angina due to ischemic heart disease,"Angina pectoris, moderate","has chest pain that occurs with moderate physical activity, such as walking uphill or more than half a kilometer (around a quarter-mile) on level ground. After a brief rest, the pain goes away.",0.079503996,0.051910618,0.11288259499999999
Severe angina due to ischemic heart disease,"Angina pectoris, severe","has chest pain that occurs with minimal physical activity, such as walking only a short distance. After a brief rest, the pain goes away. The person avoids most physical activities because of the pain.",0.1668826617000002,0.10998403250000001,0.2395309099999999
Asymptomatic angina due to ischemic heart disease,Asymptomatic,,0,0,0
Mild heart failure due to ischemic heart disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to ischemic heart disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to ischemic heart disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due ischemic heart disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Acute myocardial infarction first 2 days,"Acute myocardial infarction, days 1-2","has severe chest pain that becomes worse with any physical activity,. The person feels nauseous, short of breath, and very anxious.",0.43227021550000005,0.28814892,0.5790974449999999
Acute myocardial infarction 3 to 28 days,"Acute myocardial infarction, days 3-28","gets short of breath after heavy physical activity, and tires easily, but has no problems when at rest. The person has to take medication every day and has some anxiety.",0.074100215,0.048690888,0.10531088
Acute ischemic stroke severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
"Acute ischemic stroke severity level 2, without heart failure","Stroke, long-term consequences, moderate","has some difficulty in moving around, and in using the hands for lifting and holding things, dressing and grooming.",0.070059835,0.046415625,0.099395025
"Acute ischemic stroke severity level 2, with asymptomatic heart failure","Stroke, long-term consequences, moderate and Generic uncomplicated disease: worry and daily medication",(combined DW),0.11550699671223462,0.076176284,0.16382252235911132
"Acute ischemic stroke severity level 2, with mild heart failure","Stroke, long-term consequences, moderate; Heart failure, mild",(combined DW),0.10849538907589028,0.07351929,0.15402047107273034
"Acute ischemic stroke severity level 2, with moderate heart failure","Stroke, long-term consequences, moderate; Heart failure, moderate",(combined DW),0.13651289717948056,0.091287636,0.19065364996242623
"Acute ischemic stroke severity level 2, with severe heart failure","Stroke, long-term consequences, moderate; Heart failure, severe",(combined DW),0.23622226226911247,0.16526824679172675,0.31938408271870977
"Acute ischemic stroke severity level 3, without heart failure","Stroke, long-term consequences, moderate plus cognition problems","has some difficulty in moving around, in using the hands for lifting and holding things, dressing and grooming, and in speaking. The person is often forgetful and confused.",0.3163443026000007,0.205675055,0.437349273
"Acute ischemic stroke severity level 3, with asymptomatic heart failure","Stroke, long-term consequences, moderate plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.3495920983284867,0.24056617791654364,0.47013132633835986
"Acute ischemic stroke severity level 3, with mild heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, mild",(combined DW),0.34449130984930776,0.2374965380430785,0.46443068990940317
"Acute ischemic stroke severity level 3, with moderate heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, moderate",(combined DW),0.36481637276607665,0.25318012588344696,0.4866683059933877
"Acute ischemic stroke severity level 3, with severe heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, severe",(combined DW),0.4370170271752681,0.30824900681738665,0.5752631055208195
"Acute ischemic stroke severity level 4, without heart failure","Stroke, long-term consequences, severe","is confined to bed or a wheelchair, has difficulty speaking and depends on others for feeding, toileting and dressing.",0.5520013925000004,0.37678311249999996,0.7069195899999999
"Acute ischemic stroke severity level 4, with asymptomatic heart failure","Stroke, long-term consequences, severe and Generic uncomplicated disease: worry and daily medication",(combined DW),0.5737532655986288,0.4078061200285882,0.7214380618817147
"Acute ischemic stroke severity level 4, with mild heart failure","Stroke, long-term consequences, severe; Heart failure, mild",(combined DW),0.5704522116880146,0.40349875206823593,0.7204032906321676
"Acute ischemic stroke severity level 4, with moderate heart failure","Stroke, long-term consequences, severe; Heart failure, moderate",(combined DW),0.583555824,0.4171995007168774,0.732366168
"Acute ischemic stroke severity level 4, with severe heart failure","Stroke, long-term consequences, severe; Heart failure, severe",(combined DW),0.6298916606807534,0.45832308006612094,0.77673933
"Acute ischemic stroke severity level 5, without heart failure","Stroke, long-term consequences, severe plus cognition problems","is confined to bed or a wheelchair, depends on others for feeding, toileting and dressing, and has difficulty speaking, thinking clearly and remembering things.",0.5875458344000002,0.410997978,0.744434173
"Acute ischemic stroke severity level 5, with asymptomatic heart failure","Stroke, long-term consequences, severe plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.607570014,0.4382878663057991,0.7593404865986431
"Acute ischemic stroke severity level 5, with mild heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, mild",(combined DW),0.6045357876757558,0.4362581831918739,0.7580915539798108
"Acute ischemic stroke severity level 5, with moderate heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, moderate",(combined DW),0.6165695180871463,0.4479859459373155,0.7681935268328294
"Acute ischemic stroke severity level 5, with severe heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, severe",(combined DW),0.65906097,0.48854045382489764,0.8080534225614374
Asymptomatic chronic ischemic stroke,Asymptomatic,,0,0,0
Chronic ischemic stroke severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
Acute intracerebral hemorrhage severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
"Acute intracerebral hemorrhage severity level 2, without heart failure","Stroke, long-term consequences, moderate","has some difficulty in moving around, and in using the hands for lifting and holding things, dressing and grooming.",0.070059835,0.046415625,0.099395025
"Acute intracerebral hemorrhage severity level 2, with asymptomatic heart failure","Stroke, long-term consequences, moderate and Generic uncomplicated disease: worry and daily medication",(combined DW),0.11550699671223462,0.076176284,0.16382252235911132
"Acute intracerebral hemorrhage severity level 2, with mild heart failure","Stroke, long-term consequences, moderate; Heart failure, mild",(combined DW),0.10849538907589028,0.07351929,0.15402047107273034
"Acute intracerebral hemorrhage severity level 2, with moderate heart failure","Stroke, long-term consequences, moderate; Heart failure, moderate",(combined DW),0.13651289717948056,0.091287636,0.19065364996242623
"Acute intracerebral hemorrhage severity level 2, with severe heart failure","Stroke, long-term consequences, moderate; Heart failure, severe",(combined DW),0.23622226226911247,0.16526824679172675,0.31938408271870977
"Acute intracerebral hemorrhage severity level 3, without heart failure","Stroke, long-term consequences, moderate plus cognition problems","has some difficulty in moving around, in using the hands for lifting and holding things, dressing and grooming, and in speaking. The person is often forgetful and confused.",0.3163443026000007,0.205675055,0.437349273
"Acute intracerebral hemorrhage severity level 3, with asymptomatic heart failure","Stroke, long-term consequences, moderate plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.3495920983284867,0.24056617791654364,0.47013132633835986
"Acute intracerebral hemorrhage severity level 3, with mild heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, mild",(combined DW),0.34449130984930776,0.2374965380430785,0.46443068990940317
"Acute intracerebral hemorrhage severity level 3, with moderate heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, moderate",(combined DW),0.36481637276607665,0.25318012588344696,0.4866683059933877
"Acute intracerebral hemorrhage severity level 3, with severe heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, severe",(combined DW),0.4370170271752681,0.30824900681738665,0.5752631055208195
"Acute intracerebral hemorrhage severity level 4, without heart failure","Stroke, long-term consequences, severe","is confined to bed or a wheelchair, has difficulty speaking and depends on others for feeding, toileting and dressing.",0.5520013925000004,0.37678311249999996,0.7069195899999999
"Acute intracerebral hemorrhage severity level 4, with asymptomatic heart failure","Stroke, long-term consequences, severe and Generic uncomplicated disease: worry and daily medication",(combined DW),0.5737532655986288,0.4078061200285882,0.7214380618817147
"Acute intracerebral hemorrhage severity level 4, with mild heart failure","Stroke, long-term consequences, severe; Heart failure, mild",(combined DW),0.5704522116880146,0.40349875206823593,0.7204032906321676
"Acute intracerebral hemorrhage severity level 4, with moderate heart failure","Stroke, long-term consequences, severe; Heart failure, moderate",(combined DW),0.583555824,0.4171995007168774,0.732366168
"Acute intracerebral hemorrhage severity level 4, with severe heart failure","Stroke, long-term consequences, severe; Heart failure, severe",(combined DW),0.6298916606807534,0.45832308006612094,0.77673933
"Acute intracerebral hemorrhage severity level 5, without heart failure","Stroke, long-term consequences, severe plus cognition problems","is confined to bed or a wheelchair, depends on others for feeding, toileting and dressing, and has difficulty speaking, thinking clearly and remembering things.",0.5875458344000002,0.410997978,0.744434173
"Acute intracerebral hemorrhage severity level 5, with asymptomatic heart failure","Stroke, long-term consequences, severe plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.607570014,0.4382878663057991,0.7593404865986431
"Acute intracerebral hemorrhage severity level 5, with mild heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, mild",(combined DW),0.6045357876757558,0.4362581831918739,0.7580915539798108
"Acute intracerebral hemorrhage severity level 5, with moderate heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, moderate",(combined DW),0.6165695180871463,0.4479859459373155,0.7681935268328294
"Acute intracerebral hemorrhage severity level 5, with severe heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, severe",(combined DW),0.65906097,0.48854045382489764,0.8080534225614374
Asymptomatic chronic intracerebral hemorrhage,Asymptomatic,,0,0,0
Chronic intracerebral hemorrhage severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
Acute subarachnoid hemorrhage severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
"Acute subarachnoid hemorrhage severity level 2, without heart failure","Stroke, long-term consequences, moderate","has some difficulty in moving around, and in using the hands for lifting and holding things, dressing and grooming.",0.070059835,0.046415625,0.099395025
"Acute subarachnoid hemorrhage severity level 2, with asymptomatic heart failure","Stroke, long-term consequences, moderate and Generic uncomplicated disease: worry and daily medication",(combined DW),0.11550699671223462,0.076176284,0.16382252235911132
"Acute subarachnoid hemorrhage severity level 2, with mild heart failure","Stroke, long-term consequences, moderate; Heart failure, mild",(combined DW),0.10849538907589028,0.07351929,0.15402047107273034
"Acute subarachnoid hemorrhage severity level 2, with moderate heart failure","Stroke, long-term consequences, moderate; Heart failure, moderate",(combined DW),0.13651289717948056,0.091287636,0.19065364996242623
"Acute subarachnoid hemorrhage severity level 2, with severe heart failure","Stroke, long-term consequences, moderate; Heart failure, severe",(combined DW),0.23622226226911247,0.16526824679172675,0.31938408271870977
"Acute subarachnoid hemorrhage severity level 3, without heart failure","Stroke, long-term consequences, moderate plus cognition problems","has some difficulty in moving around, in using the hands for lifting and holding things, dressing and grooming, and in speaking. The person is often forgetful and confused.",0.3163443026000007,0.205675055,0.437349273
"Acute subarachnoid hemorrhage severity level 3, with asymptomatic heart failure","Stroke, long-term consequences, moderate plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.3495920983284867,0.24056617791654364,0.47013132633835986
"Acute subarachnoid hemorrhage severity level 3, with mild heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, mild",(combined DW),0.34449130984930776,0.2374965380430785,0.46443068990940317
"Acute subarachnoid hemorrhage severity level 3, with moderate heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, moderate",(combined DW),0.36481637276607665,0.25318012588344696,0.4866683059933877
"Acute subarachnoid hemorrhage severity level 3, with severe heart failure","Stroke, long-term consequences, moderate plus cognition problems; Heart failure, severe",(combined DW),0.4370170271752681,0.30824900681738665,0.5752631055208195
"Acute subarachnoid hemorrhage severity level 4, without heart failure","Stroke, long-term consequences, severe","is confined to bed or a wheelchair, has difficulty speaking and depends on others for feeding, toileting and dressing.",0.5520013925000004,0.37678311249999996,0.7069195899999999
"Acute subarachnoid hemorrhage severity level 4, with asymptomatic heart failure","Stroke, long-term consequences, severe and Generic uncomplicated disease: worry and daily medication",(combined DW),0.5737532655986288,0.4078061200285882,0.7214380618817147
"Acute subarachnoid hemorrhage severity level 4, with mild heart failure","Stroke, long-term consequences, severe; Heart failure, mild",(combined DW),0.5704522116880146,0.40349875206823593,0.7204032906321676
"Acute subarachnoid hemorrhage severity level 4, with moderate heart failure","Stroke, long-term consequences, severe; Heart failure, moderate",(combined DW),0.583555824,0.4171995007168774,0.732366168
"Acute subarachnoid hemorrhage severity level 4, with severe heart failure","Stroke, long-term consequences, severe; Heart failure, severe",(combined DW),0.6298916606807534,0.45832308006612094,0.77673933
"Acute subarachnoid hemorrhage severity level 5, without heart failure","Stroke, long-term consequences, severe plus cognition problems","is confined to bed or a wheelchair, depends on others for feeding, toileting and dressing, and has difficulty speaking, thinking clearly and remembering things.",0.5875458344000002,0.410997978,0.744434173
"Acute subarachnoid hemorrhage severity level 5, with asymptomatic heart failure","Stroke, long-term consequences, severe plus cognition problems and Generic uncomplicated disease: worry and daily medication",(combined DW),0.607570014,0.4382878663057991,0.7593404865986431
"Acute subarachnoid hemorrhage severity level 5, with mild heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, mild",(combined DW),0.6045357876757558,0.4362581831918739,0.7580915539798108
"Acute subarachnoid hemorrhage severity level 5, with moderate heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, moderate",(combined DW),0.6165695180871463,0.4479859459373155,0.7681935268328294
"Acute subarachnoid hemorrhage severity level 5, with severe heart failure","Stroke, long-term consequences, severe plus cognition problems; Heart failure, severe",(combined DW),0.65906097,0.48854045382489764,0.8080534225614374
Asymptomatic chronic subarachnoid hemorrhage,Asymptomatic,,0,0,0
Chronic subarachnoid hemorrhage severity level 1,"Stroke, long-term consequences, mild","has some difficulty in moving around and some weakness in one hand, but is able to walk without help.",0.019010281400000016,0.010070085000000001,0.03225334
Mild heart failure due to hypertensive heart disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to hypertensive heart disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to hypertensive heart disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to hypertensive heart disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Mild heart failure due to calcific aortic valve disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to calcific aortic valve disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to calcific aortic valve disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to calcific aortic valve disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Calcific aortic valve disease after valve intervention,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Asymptomatic calcific aortic valve disease,Asymptomatic,,0,0,0
Mild heart failure due to degenerative mitral valve disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to degenerative mitral valve disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to degenerative mitral valve disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to degenerative mitral valve disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Degenerative mitral valve disease after valve intervention,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Asymptomatic degenerative mitral valve disease,Asymptomatic,,0,0,0
Mild heart failure due to other non-rheumatic valve disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to other non-rheumatic valve disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to other non-rheumatic valve disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to other non-rheumatic valve disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Acute myocarditis,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Mild heart failure due to myocarditis,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to myocarditis,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to myocarditis,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to myocarditis",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Mild heart failure due to alcoholic cardiomyopathy,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to alcoholic cardiomyopathy,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to alcoholic cardiomyopathy,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to alcoholic cardiomyopathy",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Mild heart failure due to other cardiomyopathy,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to other cardiomyopathy,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to other cardiomyopathy,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to other cardiomyopathy",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Pulmonary arterial hypertension with no heart failure,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440830799999992,0.006194748,0.022708943
Mild heart failure due to Pulmonary Arterial Hypertension,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Moderate heart failure due to Pulmonary Arterial Hypertension,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to Pulmonary Arterial Hypertension,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
"Controlled, medically managed heart failure due to Pulmonary Arterial Hypertension",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Symptomatic atrial fibrillation with asymptomatic heart failure,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342499999996,0.072092547
Symptomatic atrial fibrilation with mild heart failure,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894099999956,0.026103223,0.062339544999999996
Symptomatic atrial fibrilation with moderate heart failure,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Symptomatic atrial fibrillation with severe heart failure,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.17906669620000035,0.1215548,0.25072915749999997
Symptomatic atrial fibrillation with no heart failure,Cardiac conduction disorders and cardiac dysrhythmias,has periods of rapid and irregular heartbeats and occasional fainting. ,0.2241563550000005,0.150973523,0.31209085249999996
Asymptomatic atrial fibrillation and flutter,Asymptomatic,,0,0,0
Symptomatic claudication due to peripheral arterial disease,Claudication,has cramping pains in the legs after walking a medium distance. The pain goes away after a short rest.,0.014185251,0.00678562,0.025297475
Asymptomatic peripheral arterial disease,Asymptomatic,,0,0,0
Moderate endocarditis,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Severe endocarditis,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133411519,0.088459515,0.189501665
